Télérupteur pour profilé Finder 20.21.8.012.4000 1 NO (T) 12 V/AC 16 A 4000 VA 1 pc(s);16.49;false;0.131687863;4.95;FINDER;https://www.manomano.fr/catalogue/p/telerupteur-modulaire-12-v-ac-finder-202180124000-1-no-t-coupure-16-a-max-400-v-ac-30-v-dc-1-pcs-7243839;diferenciales;2020-12-14
Disj diff DX³ 6000 -vis-2P-230/400V~-20A -typeAC -300mA-10kA- courbe C - 4 mod;136.85;false;0.1316868088;3.99;legrand;https://www.manomano.fr/catalogue/p/disj-diff-dx-6000-vis-2p-230-400v-20a-typeac-300ma-10ka-courbe-c-4-mod-1786001;diferenciales;2020-12-14
Interrupteur Différentiel 40A / 30mA / type AC a bornes étagées;30.76;false;0.0257175101;6.70;GE ÉVOLUE EN AEG;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-230-v-40-63a-type-a-et-ac-connexion-auto-general-electric-unibis-55445;diferenciales;2020-12-14
Interrupteur differentiel 40A 2P 30mA type AC 30mA bornes vis norme NF PROTEC PROID240AC;17.23;false;0.0196206813;4.99;protec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-ac-30ma-bornes-vis-norme-nf-protec-proid240ac-4035975;diferenciales;2020-12-14
ACTI9 IID 4P 40A 300MA AC;62.92;false;0.0129371587;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-4p-40a-300ma-ac-126273;diferenciales;2020-12-14
Interrupteur Différentiel triphasé 40A / 30mA / type AC;51.66;false;0.0117834742;6.70;GE DEVIENT ABB;https://www.manomano.fr/catalogue/p/interrupteur-diffarentiel-4p-type-ac-23798735?model_id=184710;diferenciales;2020-12-14
Interrupteur Différentiel 63A / 30mA / type AC / Tétrapolaire Iskra;45.24;false;0.0106079847;6.70;ISKRA;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-30ma-type-ac-tetrapolaire-iskra-15776010;diferenciales;2020-12-14
ACTI9 VIGI IC60 4P 40A 300 AC (A9Q14440);62.07;false;0.0103385597;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-vigi-ic60-4p-40a-300-ac-126268;diferenciales;2020-12-14
Interrupteur différentiel 40A ABB F202S AC-40A/30mA;46.6;false;0.0100765719;;abb;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-monophase-bornes-auto-abb-40a-30ma-type-a-1242518?model_id=5082624;diferenciales;2020-12-14
ACTI9 IID 2P 63A 30MA AC;69.97;false;0.0099920227;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-2p-63a-30ma-ac-126270;diferenciales;2020-12-14
